HSCode,Commodity,value,country,year
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,11.73,U S A,2010
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,2,U S A,2010
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",13.65,U S A,2010
60,KNITTED OR CROCHETED FABRICS.,1.76,U S A,2010
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",2.76,U S A,2010
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",1.83,U S A,2010
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,36.2,U S A,2010
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",5.71,U S A,2010
65,HEADGEAR AND PARTS THEREOF.,0.7,U S A,2010
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.02,U S A,2010
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.18,U S A,2010
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",20.66,U S A,2010
69,CERAMIC PRODUCTS.,15.17,U S A,2010
70,GLASS AND GLASSWARE.,50.18,U S A,2010
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2792.03,U S A,2010
72,IRON AND STEEL,596.72,U S A,2010
73,ARTICLES OF IRON OR STEEL,201.72,U S A,2010
74,COPPER AND ARTICLES THEREOF.,58.18,U S A,2010
75,NICKEL AND ARTICLES THEREOF.,26.59,U S A,2010
76,ALUMINIUM AND ARTICLES THEREOF.,86.72,U S A,2010
78,LEAD AND ARTICLES THEREOF.,9.04,U S A,2010
79,ZINC AND ARTICLES THEREOF.,4.76,U S A,2010
80,TIN AND ARTICLES THEREOF.,0.9,U S A,2010
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,15.43,U S A,2010
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",58.95,U S A,2010
83,MISCELLANEOUS ARTICLES OF BASE METAL.,26.4,U S A,2010
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2563.53,U S A,2010
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1261.85,U S A,2010
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",77,U S A,2010
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",171,U S A,2010
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1594.39,U S A,2010
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",246.4,U S A,2010
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1157.04,U S A,2010
91,CLOCKS AND WATCHES AND PARTS THEREOF.,2.64,U S A,2010
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,1.61,U S A,2010
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.14,U S A,2010
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",35.85,U S A,2010
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",18.82,U S A,2010
96,MISCELLANEOUS MANUFACTURED ARTICLES.,26.89,U S A,2010
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,16.72,U S A,2010
98,PROJECT GOODS; SOME SPECIAL USES.,368.49,U S A,2010
99,MISCELLANEOUS GOODS.,1626.08,U S A,2010
1,LIVE ANIMALS.,0,UGANDA,2010
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.15,UGANDA,2010
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0,UGANDA,2010
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0,UGANDA,2010
9,"COFFEE, TEA, MATE AND SPICES.",7.88,UGANDA,2010
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.02,UGANDA,2010
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.03,UGANDA,2010
18,COCOA AND COCOA PREPARATIONS.,3.32,UGANDA,2010
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.01,UGANDA,2010
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0,UGANDA,2010
26,"ORES, SLAG AND ASH.",0.77,UGANDA,2010
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",0.04,UGANDA,2010
29,ORGANIC CHEMICALS,0.06,UGANDA,2010
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.21,UGANDA,2010
39,PLASTIC AND ARTICLES THEREOF.,0,UGANDA,2010
40,RUBBER AND ARTICLES THEREOF.,0.01,UGANDA,2010
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.69,UGANDA,2010
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.06,UGANDA,2010
52,COTTON.,0.19,UGANDA,2010
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0,UGANDA,2010
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0,UGANDA,2010
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",0.03,UGANDA,2010
72,IRON AND STEEL,0.08,UGANDA,2010
73,ARTICLES OF IRON OR STEEL,0,UGANDA,2010
74,COPPER AND ARTICLES THEREOF.,0,UGANDA,2010
78,LEAD AND ARTICLES THEREOF.,0.06,UGANDA,2010
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.01,UGANDA,2010
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0,UGANDA,2010
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",0,UGANDA,2010
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0,UGANDA,2010
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0,UGANDA,2010
96,MISCELLANEOUS MANUFACTURED ARTICLES.,0.01,UGANDA,2010
98,PROJECT GOODS; SOME SPECIAL USES.,0,UGANDA,2010
99,MISCELLANEOUS GOODS.,0.01,UGANDA,2010
1,LIVE ANIMALS.,0,UKRAINE,2010
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.04,UKRAINE,2010
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,7.61,UKRAINE,2010
10,CEREALS.,2.06,UKRAINE,2010
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.04,UKRAINE,2010
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.01,UKRAINE,2010
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,597.24,UKRAINE,2010
17,SUGARS AND SUGAR CONFECTIONERY.,0,UKRAINE,2010
21,MISCELLANEOUS EDIBLE PREPARATIONS.,0,UKRAINE,2010
22,"BEVERAGES, SPIRITS AND VINEGAR.",0,UKRAINE,2010
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0,UKRAINE,2010
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",12.84,UKRAINE,2010
26,"ORES, SLAG AND ASH.",23.75,UKRAINE,2010
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",33.48,UKRAINE,2010
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",25.73,UKRAINE,2010
29,ORGANIC CHEMICALS,17.71,UKRAINE,2010
30,PHARMACEUTICAL PRODUCTS,0,UKRAINE,2010
31,FERTILISERS.,161.79,UKRAINE,2010
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",3.93,UKRAINE,2010
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0,UKRAINE,2010
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0,UKRAINE,2010
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0,UKRAINE,2010
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0,UKRAINE,2010
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.11,UKRAINE,2010
39,PLASTIC AND ARTICLES THEREOF.,0.17,UKRAINE,2010
40,RUBBER AND ARTICLES THEREOF.,3.66,UKRAINE,2010
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,2.31,UKRAINE,2010
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.01,UKRAINE,2010
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,1.84,UKRAINE,2010
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.23,UKRAINE,2010
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.47,UKRAINE,2010
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.08,UKRAINE,2010
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0,UKRAINE,2010
52,COTTON.,0,UKRAINE,2010
54,MAN-MADE FILAMENTS.,0,UKRAINE,2010
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0,UKRAINE,2010
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0,UKRAINE,2010
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0,UKRAINE,2010
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0,UKRAINE,2010
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.01,UKRAINE,2010
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.02,UKRAINE,2010
65,HEADGEAR AND PARTS THEREOF.,0,UKRAINE,2010
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.17,UKRAINE,2010
69,CERAMIC PRODUCTS.,0,UKRAINE,2010
70,GLASS AND GLASSWARE.,0.01,UKRAINE,2010
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",0.02,UKRAINE,2010
72,IRON AND STEEL,433.93,UKRAINE,2010
73,ARTICLES OF IRON OR STEEL,2.86,UKRAINE,2010
74,COPPER AND ARTICLES THEREOF.,5.26,UKRAINE,2010
76,ALUMINIUM AND ARTICLES THEREOF.,2.62,UKRAINE,2010
79,ZINC AND ARTICLES THEREOF.,0.26,UKRAINE,2010
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,3.37,UKRAINE,2010
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.13,UKRAINE,2010
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0,UKRAINE,2010
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",54.52,UKRAINE,2010
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",4.99,UKRAINE,2010
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.18,UKRAINE,2010
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",0.09,UKRAINE,2010
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.65,UKRAINE,2010
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",6.75,UKRAINE,2010
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0.99,UKRAINE,2010
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0,UKRAINE,2010
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.01,UKRAINE,2010
96,MISCELLANEOUS MANUFACTURED ARTICLES.,0,UKRAINE,2010
98,PROJECT GOODS; SOME SPECIAL USES.,6.16,UKRAINE,2010
99,MISCELLANEOUS GOODS.,0.31,UKRAINE,2010
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0,UNION OF SERBIA & MONTENEGRO,2010
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.05,UNION OF SERBIA & MONTENEGRO,2010
40,RUBBER AND ARTICLES THEREOF.,0.15,UNION OF SERBIA & MONTENEGRO,2010
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.01,UNION OF SERBIA & MONTENEGRO,2010
72,IRON AND STEEL,2.05,UNION OF SERBIA & MONTENEGRO,2010
73,ARTICLES OF IRON OR STEEL,0.01,UNION OF SERBIA & MONTENEGRO,2010
76,ALUMINIUM AND ARTICLES THEREOF.,0.29,UNION OF SERBIA & MONTENEGRO,2010
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.02,UNION OF SERBIA & MONTENEGRO,2010
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.01,UNION OF SERBIA & MONTENEGRO,2010
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.33,UNION OF SERBIA & MONTENEGRO,2010
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.15,UNION OF SERBIA & MONTENEGRO,2010
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0,UNION OF SERBIA & MONTENEGRO,2010
99,MISCELLANEOUS GOODS.,0,UNION OF SERBIA & MONTENEGRO,2010
1,LIVE ANIMALS.,0.08,UNSPECIFIED,2010
2,MEAT AND EDIBLE MEAT OFFAL.,0,UNSPECIFIED,2010
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1.02,UNSPECIFIED,2010
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.12,UNSPECIFIED,2010
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.18,UNSPECIFIED,2010
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.16,UNSPECIFIED,2010
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,1.77,UNSPECIFIED,2010
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,4.09,UNSPECIFIED,2010
9,"COFFEE, TEA, MATE AND SPICES.",0.65,UNSPECIFIED,2010
10,CEREALS.,0,UNSPECIFIED,2010
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.12,UNSPECIFIED,2010
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.68,UNSPECIFIED,2010
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2.05,UNSPECIFIED,2010
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.01,UNSPECIFIED,2010
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,43.01,UNSPECIFIED,2010
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0,UNSPECIFIED,2010
17,SUGARS AND SUGAR CONFECTIONERY.,0.26,UNSPECIFIED,2010
18,COCOA AND COCOA PREPARATIONS.,0.15,UNSPECIFIED,2010
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.18,UNSPECIFIED,2010
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.05,UNSPECIFIED,2010
21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.2,UNSPECIFIED,2010
22,"BEVERAGES, SPIRITS AND VINEGAR.",1.81,UNSPECIFIED,2010
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,1.36,UNSPECIFIED,2010
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0,UNSPECIFIED,2010
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",8.56,UNSPECIFIED,2010
26,"ORES, SLAG AND ASH.",17.01,UNSPECIFIED,2010
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",914.8,UNSPECIFIED,2010
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",9.12,UNSPECIFIED,2010
29,ORGANIC CHEMICALS,58.39,UNSPECIFIED,2010
30,PHARMACEUTICAL PRODUCTS,5,UNSPECIFIED,2010
31,FERTILISERS.,58.37,UNSPECIFIED,2010
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",4.95,UNSPECIFIED,2010
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",1.56,UNSPECIFIED,2010
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",2.52,UNSPECIFIED,2010
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,1.16,UNSPECIFIED,2010
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.64,UNSPECIFIED,2010
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.32,UNSPECIFIED,2010
38,MISCELLANEOUS CHEMICAL PRODUCTS.,10.1,UNSPECIFIED,2010
39,PLASTIC AND ARTICLES THEREOF.,28.79,UNSPECIFIED,2010
40,RUBBER AND ARTICLES THEREOF.,10.15,UNSPECIFIED,2010
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,2.39,UNSPECIFIED,2010
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",1.38,UNSPECIFIED,2010
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.01,UNSPECIFIED,2010
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,16.5,UNSPECIFIED,2010
45,CORK AND ARTICLES OF CORK.,0.01,UNSPECIFIED,2010
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,UNSPECIFIED,2010
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,7.71,UNSPECIFIED,2010
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",5.78,UNSPECIFIED,2010
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",1.06,UNSPECIFIED,2010
50,SILK,0.75,UNSPECIFIED,2010
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.13,UNSPECIFIED,2010
52,COTTON.,3.72,UNSPECIFIED,2010
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.21,UNSPECIFIED,2010
54,MAN-MADE FILAMENTS.,6.46,UNSPECIFIED,2010
55,MAN-MADE STAPLE FIBRES.,2.08,UNSPECIFIED,2010
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.67,UNSPECIFIED,2010
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.27,UNSPECIFIED,2010
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.58,UNSPECIFIED,2010
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",1.95,UNSPECIFIED,2010
60,KNITTED OR CROCHETED FABRICS.,0.62,UNSPECIFIED,2010
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0.47,UNSPECIFIED,2010
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",1.18,UNSPECIFIED,2010
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,3.12,UNSPECIFIED,2010
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2.06,UNSPECIFIED,2010
65,HEADGEAR AND PARTS THEREOF.,0.02,UNSPECIFIED,2010
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.01,UNSPECIFIED,2010
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.07,UNSPECIFIED,2010
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",1.64,UNSPECIFIED,2010
69,CERAMIC PRODUCTS.,3.76,UNSPECIFIED,2010
70,GLASS AND GLASSWARE.,3.16,UNSPECIFIED,2010
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",1874.96,UNSPECIFIED,2010
72,IRON AND STEEL,54.23,UNSPECIFIED,2010
73,ARTICLES OF IRON OR STEEL,24.94,UNSPECIFIED,2010
74,COPPER AND ARTICLES THEREOF.,10.45,UNSPECIFIED,2010
